"DATE","unemploy_rate_la","avg_price_electr_kwh_La","avg_price_gasolone_la","civilian_labor_force_la_pch","unemployed_num_pch","new_private_housing_structure_issue_la","home_price_index_la","allemployee_nonfarm_la_pch","allemployee_constr_la_pch","allemployee_manu_la_pch","allemployee_finan_la_pch","allemployee_leisure_la_pch","govn_social_insu_pch","compen_employee_wage_pch","real_disp_inc_per_capital_pch","bbk_real_gdp","pers_consum_expen_pch","pers_saving_rate_us","pers_current_tax_chg","govn_social_ben_toperson_pch","federal_fund_eff_rate_us","X30_year_fixed_mortgage_us"
"2013/12/1",8.6,0.22,3.661,-0.7,-4.8,2520.877211,0.4,0.2,0.4,-0.1,0.3,0.4,0.5,0.7,0.1,-2.657223515,0.2,6,15.8,0.5,0.08516129,4.75911
"2014/1/1",8.9,0.215,3.665,0.1,4.4,1600.04315,0.2,0.1,-0.2,-0.5,0.2,0.5,1,1.1,0.4,-3.912694211,-0.1,6.7,18.2,1.2,0.071612903,-0.57207
"2014/2/1",8.8,0.215,3.812,0.7,-0.7,2292.653306,0.8,0.1,0.7,0.1,0.6,0.4,0.5,0.8,0.5,-0.540399516,0.6,6.6,14.9,0.1,0.066428571,-2.92193
"2014/3/1",8.6,0.215,4.046,0.3,-1.9,1752.441276,0.6,0.2,0.4,-0.1,0.3,0.4,0.4,0.7,0.5,4.032984127,0.7,6.7,8.6,0.4,0.078064516,0.92969
"2014/4/1",7.8,0.178,4.263,-0.4,-10.4,3679.219205,0.2,0,-0.3,-0.5,-0.4,0,-0.1,-0.1,0.3,6.29937724,0.4,6.9,-2.1,0.3,0.090333333,-0.11514
"2014/5/1",8,0.215,4.2,0.1,3.5,1560.671381,-0.1,0.2,0.8,-0.1,1,0.7,0,0,0.3,6.754491212,0.4,7.1,2.4,0.2,0.087096774,-3.35447
"2014/6/1",8.3,0.224,4.151,0,2.9,1611.385825,0.2,0.1,-0.1,-0.1,0.3,0.2,0.2,0.2,0.3,6.009895701,0.5,7.1,10.2,0.2,0.095666667,-0.70372
"2014/7/1",9,0.215,4.073,0.8,9.5,2190.824192,0.1,-0.1,-0.7,-0.1,-0.7,0.3,0.4,0.5,0.2,5.019784843,0.3,7.2,16.8,0.1,0.090967742,-0.78078
"2014/8/1",8.7,0.215,3.868,-0.2,-3.3,2211.755649,0.2,0.5,1.4,0,0.3,0.6,0.5,0.8,0.4,3.01565166,0.7,7,17.1,0.2,0.088064516,-0.3632
"2014/9/1",8,0.216,3.757,0.7,-7,1457.465073,0.3,0.3,0.6,0,-0.3,0.3,0.4,0.5,0.3,1.829820492,0.1,7.2,13.1,0.4,0.088333333,1.15431
"2014/10/1",7.8,0.223,3.523,-0.5,-3.2,5297.029461,0.8,0,0.3,-0.1,-0.1,0.3,0.5,0.6,0.4,0.81682119,0.6,7.1,12.4,0.3,0.089032258,-3.03904
"2014/11/1",7.6,0.223,3.187,0.3,-1.9,2425.242384,0.9,0.2,0.8,-0.2,0.7,0.4,0.6,0.8,0.5,1.837436551,0.2,7.3,12.3,0.2,0.092,-0.95391
"2014/12/1",7.2,0.223,2.829,-0.6,-5.7,2196.06962,0.5,0.2,-0.1,0,0.2,0.3,0.5,0.5,0.6,3.322979017,0.1,7.7,8.6,1.2,0.122580645,-3.33959
"2015/1/1",7.8,0.216,2.54,0.3,8.4,3330.205785,0,0.2,2.4,0.3,0.2,0.5,0.4,0.6,0.5,3.488587155,-0.3,8,47.8,0.8,0.11483871,-5.0207
"2015/2/1",7.4,0.216,2.867,0.2,-5.1,2990.641459,0.7,0.3,-0.5,-0.3,0.2,0.5,0.4,0.5,0.3,3.40142414,0.4,8.1,10.1,0.2,0.110714286,1.08992
"2015/3/1",7.1,0.215,3.371,-0.4,-4.6,3032.776886,0.5,0.2,1.1,-0.1,0.1,0.2,0.2,0.2,-0.3,3.406421056,0.4,7.7,11.1,0.4,0.112903226,1.61725
"2015/4/1",6.8,0.217,3.229,0.2,-4.5,2195.173464,0.6,0.2,0.6,0,0.4,0.4,0.3,0.4,0.2,2.045977887,0.3,7.6,17.8,0.2,0.124666667,-2.59947
"2015/5/1",6.9,0.217,3.898,0.3,1.5,2391.320606,0.5,0.1,0.6,0,0.5,0.4,0.5,0.6,0.1,1.425978832,0.5,7.5,13.9,0.5,0.123225806,4.57516
"2015/6/1",6.9,0.206,3.625,-0.9,-0.2,5092.879891,0.4,0.3,0.9,-0.1,0.5,0.3,0.2,0.2,0,1.630544202,0.3,7.4,1.8,-0.2,0.129,3.71094
"2015/7/1",7.2,0.206,4.022,0.3,5,2066.637446,0.2,0.4,1.2,0.2,0.6,0.8,0.3,0.4,0.2,1.854119511,0.5,7.3,-3.6,0.4,0.130322581,1.59448
"2015/8/1",6.7,0.205,3.684,-1,-7.7,2491.552738,0,0.3,1,-0.1,0.2,0.2,0.3,0.3,0.2,0.628061139,0.3,7.3,1.6,0.3,0.138064516,-3.48492
"2015/9/1",6.2,0.205,3.206,0.4,-8.5,3766.656209,0.1,0.3,0.1,-0.2,0.3,0.4,0.1,0.1,0.2,0.116037094,0,7.4,3.3,0,0.136,-0.38412
"2015/10/1",6,0.213,2.956,-0.1,-3.4,1770.852224,0.4,0.4,1.5,-0.1,0.4,0.6,0.3,0.4,0.1,0.231777916,0,7.5,13.5,0.3,0.123548387,-2.41645
"2015/11/1",5.7,0.213,2.85,0.6,-3.9,3924.99189,0.5,0.1,0.7,-0.2,-0.1,0.3,0.1,0.1,-0.1,0.711647676,0.3,7.3,2.3,0.3,0.117666667,3.85933
"2015/12/1",5.5,0.209,2.842,-0.7,-3.8,2089.872799,0.8,0.1,0.5,-0.1,0,0.6,0.2,0.3,0.4,2.282026715,0.3,7.4,-0.6,1.2,0.240645161,0.54534
"2016/1/1",5.8,0.213,2.909,0.4,5.1,2425.350024,0.9,0.3,0.7,0,0,0.5,0.4,0.2,0.3,3.433359373,0.2,7.7,-37.8,-0.8,0.342903226,-2.30827
"2016/2/1",5.5,0.213,2.502,0.8,-4.2,2800.190391,0.9,0.2,0.1,-0.1,0.2,0.2,-0.1,-0.2,0.1,2.317391226,0.6,7.2,-6.1,0.4,0.375172414,-5.48741
"2016/3/1",5.3,0.213,2.732,0.1,-3.5,2234.600766,-0.4,0,-0.5,-0.3,0,0,0.2,0.2,-0.1,0.940517919,-0.2,7.6,3.5,0,0.362258065,0.92896
"2016/4/1",5,0.211,2.83,0,-5.1,2759.268646,0.1,0.8,1.4,0.2,0.5,0.7,0.3,0.3,-0.2,0.663746629,0.6,7.2,10.7,0.7,0.365333333,-2.40931
"2016/5/1",4.8,0.211,2.797,-0.3,-4.3,3270.432176,0.1,0,0,-0.2,-0.1,0.1,0,0,-0.1,1.052499608,0.3,6.9,6.2,0.1,0.36516129,-0.1387
"2016/6/1",5.4,0.21,2.87,0.1,13.2,2732.627111,0.3,-0.4,-0.4,-0.5,-0.4,0,0.3,0.4,0,2.571614064,0.6,6.6,10.9,-0.1,0.377666667,-0.88889
"2016/7/1",5.8,0.21,2.835,1,8.6,2358.692044,0.4,0.5,0.7,-0.1,0.9,0.7,0.5,0.5,0.3,3.014569633,0.1,6.8,13.5,0.5,0.391612903,-3.58744
"2016/8/1",5.7,0.21,2.634,-0.5,-2.4,3462.892698,0.5,0.1,0,-0.2,0.1,0.3,0,0,0,2.271408975,0.2,6.8,4.1,0.3,0.396774194,-0.14535
"2016/9/1",5.5,0.21,2.729,1.1,-2.9,2480.610501,0.4,0.1,0.6,0,0.3,0.5,0.5,0.6,0.1,1.791469335,0.4,6.8,9.3,0.2,0.396333333,0.7278
"2016/10/1",5.3,0.222,2.773,-0.6,-4.3,2785.919032,-0.1,0.1,0.1,-0.3,-0.5,0.2,0.4,0.6,0.1,1.939447358,0.2,6.9,5.5,1,0.396451613,0.28902
"2016/11/1",4.9,0.19,2.772,0.3,-6.8,2309.387088,0.3,0.1,0,0,0.4,0.2,0.2,0.3,0.2,2.037260188,0.2,7,5.9,-0.7,0.406666667,8.64553
"2016/12/1",4.9,0.19,2.68,-0.6,-1.9,2747.451162,0.3,0,0.5,-0.1,-0.1,0.2,0.4,0.5,0.1,2.102341487,0.9,6.5,11.7,0.2,0.54,11.35279
"2017/1/1",5.3,0.184,2.802,0.7,9.8,1863.384125,0.5,-0.2,-2,0.2,0.3,-0.3,1,0.6,0.4,1.910936302,0.4,6.9,-1.9,0.8,0.649677419,-1.1434
"2017/2/1",5.1,0.184,2.925,0.9,-3.8,1733.805915,-0.1,0.2,1.1,-0.6,0,-0.1,0.4,0.4,0.3,1.549437335,0.2,7.2,7.7,0.2,0.656785714,0.42169
"2017/3/1",4.7,0.184,3.011,0.2,-7,2896.946057,0.5,0.1,1.7,-0.2,0.4,0.8,0.1,0.1,0.4,1.863216305,0.4,7.2,-2.7,0.6,0.786129032,0.68386
"2017/4/1",4.5,0.186,3.003,-0.2,-4.7,3072.224932,0.4,0.2,0.7,-0.2,0.6,0.3,0.5,0.6,0.1,2.442928575,0.3,7.2,-3.2,-0.2,0.896,-3.59867
"2017/5/1",4.4,0.186,2.997,-0.2,-1.4,2331.954557,0.7,0.3,0.5,-0.1,0.3,0.4,0.3,0.3,0.6,2.266176643,0,7.8,1,0.3,0.907419355,-0.86527
"2017/6/1",4.8,0.178,2.947,-0.2,9,2894.581354,0.1,0.1,0.9,-0.1,0.3,0.3,0.4,0.5,-0.1,2.962560161,0.4,7.5,11.7,0.4,1.04,-2.64339
"2017/7/1",5.4,0.178,2.869,1,12.8,2182.954109,1.2,0.2,0.3,-0.2,0.3,0.1,0.4,0.5,0.2,2.612977072,0.2,7.6,18.8,0.2,1.150645161,1.62654
"2017/8/1",5.4,0.178,2.955,-0.7,-1.8,3513.920064,0.3,0.1,0.3,-0.1,0,0.4,0.3,0.4,0.1,3.016363847,0.3,7.6,19.5,0.2,1.157096774,-2.20542
"2017/9/1",4.8,0.178,3.118,1.2,-9.7,3040.806074,0.6,0.3,0.5,-0.2,0.4,0.1,0.6,0.7,0,3.729032199,0.9,7.3,27.1,0.3,1.153333333,-1.93299
"2017/10/1",4.5,0.187,3.017,-0.9,-5.9,2992.45308,0.2,0.2,0.2,-0.1,0,0.2,0.5,0.6,0.2,4.335858498,0.2,7.4,27,0.8,1.153870968,2.36531
"2017/11/1",4.4,0.186,3.193,0.4,-2,2370.13169,1,0,0.3,-0.1,0.1,0.2,0.6,0.7,0.1,3.679037576,0.8,7,23.4,-0.6,1.157,0.6932
"2017/12/1",4.4,0.187,3.078,-0.9,-2,2174.033151,0.7,0.2,0.9,-0.1,0.3,0.2,0.3,0.4,0.2,2.864238087,0.8,6.6,12.9,0.3,1.301612903,0.71392
"2018/1/1",4.9,0.181,3.26,0.3,12.4,2593.071469,0.8,0.2,0.4,-0.3,0.5,0.3,1,0.5,0.7,2.475299672,0.1,7.4,-59.9,2.4,1.414516129,2.08861
"2018/2/1",4.7,0.181,3.402,0.9,-3,2281.539081,1.2,0.1,0.8,-0.1,0.1,0.1,0,0,0.2,3.504018599,0.3,7.6,-6.1,-0.1,1.4175,7.37756
"2018/3/1",4.5,0.181,3.469,0,-5.3,2478.292665,0.2,0.1,-0.4,0,0.3,0,0.2,0.2,0.3,3.521543501,0.5,7.6,-11.4,0.7,1.506129032,2.63279
"2018/4/1",4.3,0.18,3.594,-0.5,-4.8,2545.745487,0.5,0,0.5,-0.2,0,0.1,0.3,0.4,0.2,3.826264492,0.6,7.4,-17.1,0,1.692333333,0.5288
"2018/5/1",4.1,0.18,3.729,-0.2,-3.4,2845.96906,0.1,-0.1,0.3,-0.1,0,0,0.2,0.3,0.3,2.654910376,0.5,7.5,-5,0.4,1.7,2.65249
"2018/6/1",4.8,0.178,3.684,-0.1,15.9,5775.882233,0.2,0.3,0.3,-0.1,0.3,0,0.4,0.5,0.2,2.552396361,0.3,7.6,11,0.3,1.819666667,-0.34889
"2018/7/1",5.1,0.182,3.633,0.7,8.1,2132.98547,-0.1,0.1,-0.1,0.1,-0.1,0.3,0.5,0.6,0.3,1.558792974,0.4,7.6,25.5,0.3,1.91,-0.92998
"2018/8/1",5.1,0.182,3.61,-1.4,-3.2,1951.298969,0,0.3,0.9,-0.1,0.3,0.1,0.5,0.6,0.2,1.89347852,0.4,7.6,15.5,0.5,1.91483871,0.49696
"2018/9/1",4.6,0.17,3.676,1.1,-8.7,2072.222743,-0.2,0,0.3,0,0,0.2,0.1,0.1,-0.1,1.086544162,0.1,7.6,0,-0.3,1.954666667,1.7033
"2018/10/1",4.5,0.184,3.844,-0.1,-1.1,2125.854886,0.2,0.3,0,-0.1,0.7,0.2,0,0,0.1,0.249617689,0.6,7.4,-11.4,1.1,2.187741935,4.37601
"2018/11/1",4.3,0.184,3.64,0.5,-4.1,2397.772683,0,0,-0.2,-0.1,0.1,0.2,0.2,0.2,0.1,0.644708163,0.5,7.2,-2,-0.5,2.197666667,0.74534
"2018/12/1",4.4,0.184,3.41,-0.6,2.2,2071.396044,0.2,0.2,0.1,-0.1,0.1,0.6,0.6,0.8,1.1,1.922781398,-1,9,11.8,0.2,2.274193548,-4.69585
"2019/1/1",5,0.183,3.277,0.4,13,3185.733215,-0.1,-0.1,-0.5,0.2,0.2,-0.2,1.2,1.2,-0.1,2.534666249,0.4,8.7,50.5,3.3,2.4,-3.74124
"2019/2/1",4.5,0.183,3.315,0.2,-10.5,1582.525984,0,0.2,-1.1,0,0.3,0.2,0.5,0.7,0.2,2.8844744,0.1,8.8,21.5,0.3,2.4,-2.10573
"2019/3/1",4.4,0.185,3.47,-0.1,-0.4,1974.582102,0.2,0,1.1,0,0.3,0.2,0.6,0.7,-0.1,3.590465722,0.9,8.2,28.7,0.4,2.40516129,-2.40275
"2019/4/1",4,0.186,3.987,-0.9,-9.8,1909.788891,0.1,0,0.1,-0.1,-0.6,0.1,-0.1,-0.2,-0.4,3.073357827,0.6,7.7,21.7,0.1,2.423666667,-2.87222
"2019/5/1",4,0.186,4.012,0.6,0.5,2331.274142,0.5,0,0.5,-0.2,0.1,0.3,-0.1,-0.2,-0.1,3.15080143,0.3,7.4,8.2,0.3,2.390967742,-1.70187
"2019/6/1",4.5,0.189,3.741,-0.4,10,2227.806671,-0.6,0.2,0.7,0.1,0.4,0.2,0.2,0.2,0,2.839354066,0.4,7.2,0,0.3,2.377666667,-6.61837
"2019/7/1",5,0.191,3.689,1.1,12.5,2752.732954,-0.3,0,0.6,-0.1,0,-0.1,0,-0.1,0.1,3.030779892,0.4,7,-17.5,0.2,2.402903226,-0.98619
"2019/8/1",4.8,0.187,3.563,-0.8,-3.9,1748.491136,0,0.1,-0.1,-0.1,0,-0.2,0.5,0.5,0.4,2.829415261,0.3,7.2,-2.8,0.3,2.125806452,-3.9575
"2019/9/1",4.3,0.188,3.769,1.5,-9.3,3946.85375,0.6,0.1,0,-0.1,-0.2,0.6,0.2,0.1,0.2,1.027240663,0.2,7.3,-2.8,0.2,2.043,-0.3042
"2019/10/1",4.3,0.19,4.144,-0.3,0.3,2696.243742,0.6,0,-0.6,-0.5,0.9,0.5,0.6,0.7,0,0.070631048,0.3,7.4,11.4,0.8,1.829677419,2.30236
"2019/11/1",4.1,0.19,3.959,1.1,-4.4,2290.936664,0.4,0.3,0.7,0.2,0.3,0.3,0.6,0.7,0.4,2.751196027,0.4,7.5,11.4,-0.1,1.553333333,0.1898
"2019/12/1",4,0.19,3.641,-0.7,-2.4,2939.006197,0,-0.1,-0.9,0,0.2,0.1,0.3,0.2,-0.3,6.239118907,0.1,7.3,5.6,-0.6,1.550967742,0.67659
"2020/1/1",4.5,0.193,3.553,0.9,13.8,2739.571988,0.4,0.6,2,-0.2,0.3,0.2,1.9,1.5,0.9,3.939539608,0.6,7.8,20.5,2.5,1.550645161,-2.58065
"2020/2/1",4.3,0.193,3.535,0.3,-4.4,2596.49748,0.4,0.2,-0.3,-0.1,0.1,0.1,0.9,1.1,0.6,-13.57398966,0.1,8.3,20.3,0.2,1.583103448,-4.38742
"2020/3/1",6.7,0.193,3.274,-4.6,47.8,2250.927747,0.1,-1.4,-2.7,-0.5,-1,-3.9,-2.4,-3.6,-1.5,-47.13422136,-6.9,13.1,-69.6,0.5,0.652258065,-0.4329
"2020/4/1",17.5,0.191,2.877,-4.3,151.2,2016.917732,0.3,-15.6,-12.1,-11.5,-12.3,-43.4,-5.6,-8.4,15.7,-71.17777887,-12.6,33.8,-149.6,0.2,0.049,-4.17391
"2020/5/1",19.2,0.199,2.802,-2.2,7.2,1174.257163,-0.1,0.6,8.6,2.4,0.5,-1.9,2.8,3.9,-4.9,-21.69434627,8.6,24.8,49.3,0.1,0.05,-2.22323
"2020/6/1",17.8,0.198,2.967,4.9,-3,1789.76932,0.6,3.3,2.1,2,-0.4,16,1.9,2.7,-1.7,27.7249951,6.4,19.3,41.2,-0.2,0.077666667,-2.16551
"2020/7/1",18.4,0.2,3.089,2.2,5.8,2382.285775,1.2,0.6,-1.2,-0.4,0.3,-1.4,0.8,1.1,0.6,48.48302767,1.7,18.7,19.7,0.4,0.092580645,-4.63241
"2020/8/1",16.6,0.2,3.156,-0.7,-10.4,2024.371998,1.9,0.2,0.6,0.1,0.7,-0.3,0.8,1.1,-3.7,36.15910839,1,15,21.7,0.3,0.09516129,-2.68568
"2020/9/1",11.9,0.199,3.18,-2.9,-30.1,2062.204498,1.4,0.9,0.1,0.1,0.6,4.2,0.5,1,0.6,10.4290296,1.5,14.3,14.2,0,0.09,-1.53322
"2020/10/1",10.8,0.208,3.138,0.7,-8.6,1894.595672,1,1.9,1.3,0.3,3.2,5.2,1.4,2.4,-0.5,-4.3109154,0.4,13.6,31.4,0.9,0.09,-1.93772
"2020/11/1",10.7,0.208,3.095,0.6,-0.9,2310.38826,1.1,0.5,0,-0.1,0.4,3.3,0.9,1.4,-1.3,-4.261789424,-0.5,13,29.5,-0.3,0.086333333,-2.43472
"2020/12/1",11,0.208,3.12,-0.7,2.8,2897.379519,1.3,-0.9,-0.2,-0.1,0.5,-8.9,0.7,0.9,0.2,4.366057402,-0.5,14,30.6,0.2,0.09,-2.92948
"2021/1/1",11.2,0.207,3.278,0.3,1.5,3008.250373,1.3,-0.8,0.5,-0.6,-0.2,-8.2,1.5,0,10.4,9.030947108,3.3,19.9,94.2,1.4,0.08516129,1.90015
"2021/2/1",10.7,0.219,3.506,1.5,-2.9,2452.308712,1.2,1.6,0.1,0.3,0.4,12.1,-0.4,-0.4,-8.5,6.908701631,-1.1,13.5,24.3,0.2,0.075714286,2.74223
"2021/3/1",10.4,0.219,3.784,0.1,-2.4,3555.657733,1.6,0.8,0.2,0.5,0.5,4.4,0.6,0.8,23,9.424512427,5.2,26.6,35.1,0.3,0.069677419,9.69751
"2021/4/1",10.3,0.22,3.9,0.1,-1.3,2502.712184,1.5,1.5,0.5,0.2,0.9,8.3,1.3,1.8,-15.5,6.923190449,1,12.6,51,-0.1,0.069,-0.72993
"2021/5/1",9.5,0.22,4.055,0,-7.3,2233.323396,2.2,0.6,-0.1,0.1,0.1,3.9,1,1.3,-3,5.069614639,0,10.4,39.5,0,0.058064516,-3.18627
"2021/6/1",10,0.218,4.295,-0.1,4.9,2415.744963,1.8,0.2,-0.3,0,-0.1,3.8,0.9,1.1,-0.4,1.910655331,1.1,9.5,34.6,0.5,0.078,0.42194
"2021/7/1",9.6,0.221,4.384,1.1,-3,2727.585384,1.7,2,0.2,0.4,1.4,5.1,1,1.2,0.8,0.609342496,0.1,10.5,40.8,0,0.098064516,-3.59664
"2021/8/1",8.9,0.221,4.429,-1.1,-7.6,2784.643916,0.9,0.6,-0.4,-0.1,0.5,1.6,0.4,0.6,-0.1,1.583791815,1.1,9.8,29.2,0.5,0.092258065,-0.88912
"2021/9/1",7.6,0.222,4.44,0.4,-14.4,2452.724828,1.2,-0.5,-0.2,-0.2,-0.7,1.2,0.8,1,-1.6,6.612293652,0.6,8.1,36.4,-0.1,0.079333333,2.02287
"2021/10/1",7.1,0.239,4.524,-0.3,-7.1,2734.040405,1.5,0.1,0,0.3,-0.4,0.2,0.9,1.2,-0.2,10.75093658,1.4,7.3,36.3,1,0.079032258,5.77586
"2021/11/1",6.2,0.24,4.694,0.5,-12.6,2313.893104,1.7,0.4,0.1,0.2,0,1.1,0.6,0.8,-0.2,7.067530389,0.5,7.3,33.1,-0.3,0.079666667,0
"2021/12/1",5.6,0.24,4.72,-0.9,-10.2,1958.71223,1.2,0.6,1.5,0,0.5,1,0.6,0.8,-0.3,-1.19058396,-0.9,8.4,34.2,-0.1,0.079677419,0.9943
"2022/1/1",6.1,0.248,4.708,1.2,10.8,1754.289925,1.7,0.3,-0.8,0.7,0.1,0.4,1,0.5,-0.3,-5.780141056,2,6.7,-9.7,6.3,0.079354839,11.20077
"2022/2/1",5.4,0.248,4.809,0.8,-11.7,2975.664809,3.8,0.8,1.5,0.4,-1.3,1.2,0.9,1.2,0.1,-2.299918427,0.6,6.8,32.1,0.2,0.08,9.21626
